ID,FDA_Regulated_Drug,FDA_Regulated_Device,Responsible_Party
Ahead-BC-20170323,No,No,Sponsor-Investigator
21090645,No,No,Principal Investigator
18-0234,No,No,Principal Investigator
20-1434.cc,No,No,Sponsor
P20CA217199-9492018,No,No,Sponsor-Investigator
Pro00107216,No,No,Sponsor
HREBA.CC 19-0363,No,No,Sponsor
AHQU-2021004,No,No,Principal Investigator
H20-03123,No,No,Principal Investigator
CSPC-KAL-AE-01,No,No,Sponsor
SYS-C-201801-5010,No,No,Sponsor-Investigator
SCBCG-021,No,No,Principal Investigator
15-017,No,No,Principal Investigator
ZN-c5-003,Yes,No,Sponsor
114421,No,No,Principal Investigator
M14ABC,No,No,Sponsor
CLIN-52014-452,No,No,Sponsor
18-004803,No,Yes,Principal Investigator
34615/4/21,No,No,Principal Investigator
CLAG525B2101,Yes,No,Sponsor
MINERVA,Yes,No,Sponsor-Investigator
LACOG 0419,No,No,Sponsor
CHB18.04,No,No,Sponsor
CSIIT-C21,No,No,Principal Investigator
BOOG 2018-01,No,No,Sponsor
AMC2020-17,No,No,Principal Investigator
KY20222062-C-1,No,No,Sponsor
RCVDBCIIR005,No,No,Principal Investigator
20201540,No,No,Principal Investigator
STUDY00003282,Yes,No,Sponsor
IRB-2022-348,No,No,Principal Investigator
LCCC 1639,Yes,No,Sponsor
SCHBCC-N034,No,No,Sponsor
2022-0431,Yes,No,Sponsor
CBYL719C1201,No,No,Sponsor
SYSA1802-CSP-006,No,No,Sponsor
201805027RSA,No,No,Sponsor
KY2022-097-B,Yes,No,Principal Investigator
KY2019-023,No,No,Principal Investigator
GE-226-004,Yes,No,Sponsor
MEDOPP447,No,No,Sponsor
2021P002871,No,No,Principal Investigator
CABC - Kreftfor project - SEB,No,No,Sponsor
201708076,No,No,Sponsor
TWT-203,Yes,No,Sponsor
Radiodermatitistalita60,No,No,Principal Investigator
CO41101,Yes,No,Sponsor
EA1183,No,No,Sponsor
WO42312,Yes,No,Sponsor
MEDOPP367,No,No,Sponsor
YXH2022ZX02167,Yes,No,Sponsor-Investigator
NHP,No,No,Sponsor
JU 2020/1732-51,No,No,Principal Investigator
NL69081.041.19,No,No,Principal Investigator
NCCH1607,Yes,No,Sponsor
AAAS2359,No,No,Principal Investigator
21-06023682,No,No,Sponsor
HSEARS20210816002,No,No,Sponsor
GALAXY,No,No,Principal Investigator
D926XC00001,Yes,No,Sponsor
PUMCH-BC500,No,No,Principal Investigator
HRS-8080-I-101,No,No,Sponsor
S2020-300-01,No,No,Principal Investigator
99mTc-DARPinG3,No,No,Sponsor
ONA-XR-103,Yes,No,Sponsor
EMERGENCE GSO/2020/JF-001,No,No,Sponsor
Soh-Med-22-05-24,No,No,Principal Investigator
2022-0315,Yes,No,Sponsor
KCSG BR19-13,No,No,Principal Investigator
STU00216520,No,No,Principal Investigator
SYSEC-KY-KS-2019-054-001,No,No,Principal Investigator
ICO-2020-25,No,No,Sponsor
20805,Yes,No,Principal Investigator
HRS-1358-I-101,No,No,Sponsor
IRFMN-BRC-7103,No,No,Sponsor
BL-M02D1-101,No,No,Sponsor
RJBC1901,No,No,Principal Investigator
PELICAN-IPC 2015-016,Yes,No,Sponsor
YO41137,Yes,No,Sponsor
BC2,Yes,No,Principal Investigator
CO40016,Yes,No,Sponsor
ADIGYN,No,No,Sponsor
NICSO-GINSENG,No,No,Principal Investigator
ATADEK-2018 / 9,No,No,Principal Investigator
UW22095,No,No,Sponsor
HREBA.CC-18-0657,No,No,Sponsor
NSABP FB-12,Yes,Yes,Sponsor
4469,No,No,Sponsor
RTM 2015,No,No,Sponsor
Breast-Chi-2022,No,No,Sponsor
STUDY00018504,Yes,No,Principal Investigator
38RC19.362,No,No,Sponsor
YOUNGBC-19,No,No,Sponsor-Investigator
CTFSp161,No,No,Sponsor
CCR5316,No,No,Sponsor
STUDY00000675,Yes,No,Principal Investigator
FILBLAU1022,No,No,Sponsor
CBYL719C2303,No,No,Sponsor
US-MAM,No,Yes,Principal Investigator
BC-IIT-SHR6390-FMTN,No,No,Sponsor
LV,No,No,Principal Investigator
CAPRICE-IPC 2020-053,No,No,Sponsor
P0268,No,No,Sponsor
HMPL-012-SPRING-R101,No,No,Principal Investigator
2107239-9,No,No,Principal Investigator
Breast PTC,No,No,Sponsor
201900115B0,No,No,Principal Investigator
2021-A02664-37,No,No,Sponsor
EF 160,No,No,Sponsor
D20148,Yes,No,Principal Investigator
CBYL719C2202,Yes,No,Sponsor
PUMCH-BC503,No,No,Principal Investigator
TRIO036,Yes,No,Sponsor
EG017,No,No,Sponsor
TIPN in China,No,No,Principal Investigator
2019000486,Yes,No,Sponsor
Alpha-Lipoic Acid,No,No,Principal Investigator
VICC BREP 1898,Yes,Yes,Sponsor-Investigator
MD.22.07.674,No,No,Principal Investigator
07-2021/EK OUSA,No,No,Sponsor
I241,No,No,Sponsor
853.4,No,No,Sponsor-Investigator
ShandongCHI-08,No,No,Sponsor-Investigator
173-18-CA,No,No,Sponsor
1400,No,No,Principal Investigator
NCC2167,No,No,Principal Investigator
UW 18-526,No,No,Principal Investigator
H-1905-141-1035,No,No,Principal Investigator
EUBREAST-2 INDAX,No,No,Principal Investigator
HRHB-CB001,No,No,Principal Investigator
NSABP FB-14,Yes,No,Sponsor
ADG106-T6002,No,No,Sponsor
1812850942,No,No,Principal Investigator
RJBC1801,No,No,Principal Investigator
UTAR- 8068/000,No,No,Principal Investigator
SH APBI RISE,No,Yes,Principal Investigator
TOL2506A,Yes,No,Sponsor
852000,Yes,Yes,Sponsor
2019-A02500-57,No,No,Sponsor
JCOG1919E,No,No,Principal Investigator
AI-BMRI-S,No,No,Principal Investigator
Prix Ruban Rose/2020/FF-03,No,No,Sponsor
SBU-SBRT-BREAST-NO-SX,No,Yes,Principal Investigator
IUSCC-0680,No,Yes,Principal Investigator
E7389-M065-401,No,No,Sponsor
UPCC 04119,Yes,No,Principal Investigator
HCRN BRE20-468,Yes,No,Sponsor-Investigator
2021-04,No,No,Sponsor
18-000718,No,No,Principal Investigator
MOST Pain,No,No,Principal Investigator
AQUAFIT-2018,No,No,Principal Investigator
Moderate Dose Omega-3,No,No,Sponsor-Investigator
Pro00104863,No,No,Sponsor
MA40,No,No,Sponsor
HR-BLTN-003,No,No,Principal Investigator
Velocity,Yes,No,Principal Investigator
KN026-201,No,No,Sponsor
GBG105,No,No,Sponsor
KN026-208,No,No,Sponsor
27600,No,No,Principal Investigator
RnaDx-BRV-BC- 01,No,No,Sponsor
ZN-c5-001,Yes,No,Sponsor
2020-A00398-31,No,No,Sponsor
CSIIT-C10,No,No,Principal Investigator
ICON CA209-9FN,No,No,Principal Investigator
31052019,No,No,Principal Investigator
iOM-110393,No,No,Sponsor
201711073,Yes,No,Sponsor
L21-076,Yes,Yes,Principal Investigator
2020-007,No,No,Sponsor
19-300,No,Yes,Sponsor
RAD1901-308,Yes,No,Sponsor
LAE205INT3101,Yes,No,Sponsor
201900180,No,No,Principal Investigator
201911047,Yes,Yes,Sponsor
CAAP CA,No,No,Sponsor
JTU-6H-20211230001,No,No,Sponsor-Investigator
BCT 2102,Yes,No,Sponsor
OCOG-2019-RHEAL,No,No,Sponsor
KY20223267-1,No,No,Sponsor
SGNTUC-016,Yes,No,Sponsor
SHEPHERD-2021-2,No,No,Sponsor
GUMPTION,No,No,Principal Investigator
MA-BC-II-018,No,No,Principal Investigator
A5481168,,,Sponsor
1401,No,No,Principal Investigator
SCHBCC-N041,No,No,Principal Investigator
IBIO-301,Yes,No,Sponsor
FUSCC-T-sunflower,No,No,Principal Investigator
05022020,No,No,Principal Investigator
BTP-66732,No,No,Sponsor
CSIIT-C18,No,No,Principal Investigator
2021C0102,No,No,Principal Investigator
CTO-IUSCCC-0758,Yes,No,Principal Investigator
CLOVER,No,No,Principal Investigator
LOXO-PIK-21001,Yes,No,Sponsor
SPI-GCF-104,Yes,No,Sponsor
HNCH-BC006,No,No,Principal Investigator
2019-0550,Yes,No,Principal Investigator
NL74126.091.20,No,No,Sponsor
ALTERBC008,No,No,Principal Investigator
IOM-050371,No,No,Sponsor
IRB-2021-04,No,No,Sponsor
DPMBC301,No,No,Sponsor
SYHX2011-001,No,No,Sponsor
21-225,Yes,No,Sponsor
KCSG-BR18-13/TR-03,No,No,Principal Investigator
SELEBREC,No,No,Sponsor
ICPS002/20,No,Yes,Principal Investigator
21-698,No,No,Principal Investigator
RJBC2001,No,No,Principal Investigator
H-2009-079-1157,No,No,Principal Investigator
20P.020,Yes,No,Sponsor
GB491-005,No,No,Sponsor
012342QM,No,No,Sponsor
GDWCH002(TNBC),No,No,Sponsor-Investigator
HR-BLTN 015,No,No,Sponsor
HER2BRAIN,No,No,Sponsor
HNCH-MBC10,No,No,Sponsor
NOGGO B3,No,No,Sponsor
IC 2020-20,No,No,Sponsor
2017-004909-41,No,No,Sponsor-Investigator
2022JC-55,No,No,Principal Investigator
AI-Breast-US,No,Yes,Principal Investigator
2021-0974,No,No,Principal Investigator
ICO-2020-28,No,No,Sponsor
HNCH-MBC12,No,No,Principal Investigator
Twisted Pink Foundation,Yes,No,Principal Investigator
HORMONOVILLE,No,No,Sponsor
ET17-093 BreastImmune03,No,No,Sponsor
1910208-9,No,No,Principal Investigator
CSPC-KAL-BC-11,No,No,Principal Investigator
1503144-7,No,No,Principal Investigator
IRB00022667,No,No,Sponsor
TOL2506A-EXT,Yes,No,Sponsor
IKP275 / GBG91,No,No,Principal Investigator
BELIEVE@BC,No,No,Principal Investigator
GCC 1926,No,Yes,Principal Investigator
HIFU202207,No,No,Principal Investigator
18-195,No,No,Principal Investigator
BO40747,Yes,No,Sponsor
KA22053,No,No,Principal Investigator
BOOG-2017-01,No,No,Sponsor
GO39869,Yes,No,Sponsor
2021-0532,No,No,Sponsor
P2100-SUR-S11,Yes,No,Sponsor
BC-IIT-FMTN-SHR6390-ET,No,No,Sponsor
2022JC-55-1,No,No,Principal Investigator
XJTU1AF-CRF-2020-006,No,No,Sponsor
2018-062,No,No,Principal Investigator
SPY LNM 01,Yes,Yes,Sponsor
QUILT-3.067,Yes,No,Sponsor
1808189-7,No,No,Principal Investigator
Version 1.0_16.08.2021,No,No,Sponsor
17041,Yes,No,Sponsor
TSL-CM-TSL1502-Ⅱ,No,No,Sponsor
82071993,No,No,Sponsor
QL1701-002,No,No,Sponsor
FAVOR,No,No,Principal Investigator
60905722.0.0000.0072,No,No,Principal Investigator
197520,Yes,No,Sponsor
17249,Yes,No,Sponsor
Onkologikoa,No,No,Principal Investigator
ET17-057,No,No,Sponsor
2019-A02397-50,No,No,Sponsor
21-018,Yes,No,Sponsor
ShandongCHI-20,No,No,Sponsor-Investigator
YBCSG-22-08,No,No,Principal Investigator
AL-2001,Yes,No,Sponsor
kazuma,No,No,Sponsor
308-2017,No,No,Principal Investigator
Pro00107615,No,No,Sponsor
RSINETE,No,No,Sponsor-Investigator
AC682-002,No,No,Sponsor
PRO00037175,Yes,No,Principal Investigator
55516,No,No,Principal Investigator
MA-BC-II-007,No,No,Sponsor
SIESTA_01,No,No,Sponsor
48347821.8.0000.5249,No,No,Principal Investigator
OBU-BC-II-086,No,No,Sponsor
200218,No,No,Principal Investigator
2017 0105,No,No,Principal Investigator
MYBC,No,No,Sponsor
D-FR-01070-003,No,No,Sponsor
MUKDEN01,No,No,Principal Investigator
R174-A11507-17-S52,No,No,Principal Investigator
000001,No,No,Sponsor-Investigator
18-240,No,No,Sponsor
BG01-2102,No,No,Sponsor
19-004343,No,Yes,Principal Investigator
Shandong CHI-11,No,No,Principal Investigator
NCC2225,No,No,Principal Investigator
NCC-006461,No,No,Principal Investigator
OZM-103,No,No,Sponsor
SCHBCC-NO27,No,No,Principal Investigator
2022/0035983,No,No,Principal Investigator
2020/482,No,No,Sponsor
TUXEDO-1,No,No,Principal Investigator
CIBI375Y008,No,No,Principal Investigator
NL76658.029.21,No,No,Principal Investigator
SCHBCC-N032,No,No,Principal Investigator
OE861801,No,No,Sponsor
1808189-8,No,No,Principal Investigator
4-2018-0765,No,No,Sponsor
38406,No,No,Principal Investigator
2020/134,No,No,Principal Investigator
LB,No,No,Principal Investigator
CSIIT-C34,No,No,Sponsor
19-886,Yes,No,Principal Investigator
IEO 0834/,No,No,Sponsor
FACILE,No,No,Sponsor
RP6530-2101,No,No,Sponsor
GEICAM/2021-08,No,No,Sponsor
SYHX2011-002,No,No,Sponsor
ZDWY.XBZL.002,No,No,Principal Investigator
D8664R00002,No,No,Sponsor
BO41843,Yes,No,Sponsor
HSEARS20180509004,No,No,Principal Investigator
Shandong CHI-10,No,No,Principal Investigator
erector-spinae,No,No,Sponsor-Investigator
CHD049-17,No,No,Sponsor
OnkoFit I,No,No,Principal Investigator
103089,Yes,No,Sponsor
SHR6390-III-301,No,No,Sponsor
17575,Yes,No,Sponsor
IMMU-132-09,Yes,No,Sponsor
2017-IIT-HER2-Aspire,Yes,No,Sponsor
QL1209-301,No,No,Sponsor
17395,Yes,No,Sponsor
2019-A01323-54,No,No,Sponsor
D967RC00001,Yes,No,Sponsor
UPCC 10119,Yes,No,Sponsor
WO41554,Yes,No,Sponsor
2020-0198,Yes,No,Sponsor
UC-0109/1805,No,No,Sponsor
SHR-1210-III-318,No,No,Sponsor
H21089,No,No,Sponsor
CSPC-DMS-BC-11,No,No,Principal Investigator
270-2018,No,No,Principal Investigator
0379520202023,No,No,Principal Investigator
S63893,No,No,Sponsor
KM10B,No,No,Principal Investigator
TriMix-Breast,No,No,Sponsor
19-486,No,No,Sponsor
UC-GMP-2206,No,No,Sponsor
SYSUCC-003,No,No,Principal Investigator
soh-Med-21-10-17,No,No,Principal Investigator
2021-005,No,No,Sponsor
MRG002-009,No,No,Sponsor
CBYL719G12301,Yes,No,Sponsor
TCF20-BRE-01,No,No,Sponsor
GS-US-586-6144,Yes,No,Sponsor
PMC_TTAC-0001_05,No,No,Sponsor
EOC103A3101,No,No,Sponsor
CO41012,Yes,No,Sponsor
SYM013,No,No,Principal Investigator
SHR6390-III-302,No,No,Sponsor
HR-BLTN-016,No,No,Principal Investigator
Pro2021000838,No,No,Principal Investigator
CSPC-DMS-BC-K07,No,No,Sponsor
SGNLVA-002,Yes,No,Sponsor
WO43919,Yes,No,Sponsor
KSVGH20-CT7-26,No,No,Sponsor-Investigator
EMBRAVE-001,Yes,No,Sponsor
I 72218,No,No,Sponsor
FCN-437c-III201,No,No,Sponsor
MCC-20899,Yes,No,Sponsor
2021-TNBC-01,No,No,Sponsor-Investigator
FCN-437c-III202,No,No,Sponsor
breast-202204,No,No,Sponsor
20150288,Yes,No,Sponsor-Investigator
D9673R00005,No,No,Sponsor
P170927J,No,No,Sponsor
HBBL-01,No,No,Sponsor
PCZCTP-220702-001,No,No,Principal Investigator
FDRT-BC015,No,No,Sponsor
ERC-260,Yes,No,Sponsor
POL6326-009,Yes,No,Sponsor
911,No,No,Principal Investigator
EAGER-001,Yes,No,Sponsor
206010,Yes,No,Sponsor
IRB#18853,No,Yes,Principal Investigator
UKFC-PU-2019-01-08,No,No,Principal Investigator
2018-001705-91,No,No,Sponsor-Investigator
KA-20007,No,No,Sponsor-Investigator
Arise-FJ-B02,No,No,Sponsor
SYSU-2021,No,No,Principal Investigator
SHR-A1811-II-202,No,No,Sponsor
IL-2.001,No,No,Sponsor-Investigator
REaCT-Algorithm,No,No,Sponsor
2019-A03112-55,No,No,Sponsor
017-396,No,No,Sponsor
G1T28-213,Yes,No,Sponsor
Shengjing-LCG012,No,No,Principal Investigator
NK/7784/Study/249,No,No,Principal Investigator
A5481159,,,Sponsor
CL0006,Yes,Yes,Sponsor
ZEN003694-004,Yes,No,Sponsor
GS-US-569-6172,Yes,No,Sponsor
TED15954,No,No,Sponsor
s2192648,No,No,Principal Investigator
UC-0140/1812,No,No,Sponsor
MAMA_MOVE_Gaia After Treatment,No,No,Principal Investigator
SunYatsenU2H-LQ5,Yes,No,Principal Investigator
HNCH-BC011,No,No,Sponsor-Investigator
NCC3397,No,No,Principal Investigator
IC 2020-10,No,No,Sponsor
CTMX-2009-002,Yes,No,Sponsor
2021-SR-592,No,No,Sponsor
PR351/20,No,No,Principal Investigator
2020-006106-23,No,No,Sponsor
HR-NeoBC-HN003,No,No,Sponsor
IEO 1730,No,No,Sponsor
GIM23-POSTER,No,No,Sponsor
17320,Yes,No,Sponsor
15.03.2023,Yes,No,Sponsor
PALBOBIN,No,No,Sponsor
2018.451,No,No,Principal Investigator
202103030005,No,No,Principal Investigator
D8530C00002,Yes,No,Sponsor
MA-BC-II-033,No,No,Sponsor
NL81896.078.22,No,No,Principal Investigator
SDX-0103,Yes,No,Sponsor
17-428,Yes,No,Principal Investigator
CO42177,Yes,No,Sponsor
MO39874,Yes,No,Sponsor
202007016,Yes,No,Sponsor
B003-101,No,No,Sponsor
DOUBLE,No,No,Principal Investigator
0000012,Yes,No,Sponsor
REaCT-5G,No,No,Sponsor
STUDY00019489,Yes,No,Principal Investigator
CO40151,Yes,No,Sponsor
TQB2450-Ib-07,No,No,Sponsor
R19-149,Yes,No,Principal Investigator
2021/609,No,No,Sponsor
BOOG-2017-02,No,No,Sponsor
2017-A03413-50,No,No,Sponsor
AK117-203,No,No,Sponsor
HR-NeoBC-HN002,No,No,Sponsor
2021-0491,No,No,Sponsor
2021-A02007-34,No,No,Sponsor
GIM26-TRASTHER,No,No,Sponsor
AND019-MN-101,Yes,No,Sponsor
SKB264-Ⅲ-03,No,No,Sponsor
NCR191600,No,No,Principal Investigator
495573096,No,No,Principal Investigator
ESPB in breast cancer surgery,No,No,Principal Investigator
SI 475/2019,No,No,Principal Investigator
JS001-026-III-TNBC,No,No,Sponsor
CBYL719CIN01,No,No,Sponsor
SPORT-DS,No,No,Sponsor-Investigator
WO43571,Yes,No,Sponsor
2020-0232,Yes,No,Principal Investigator
TQB2450-III-06,No,No,Sponsor
CASE5119,No,No,Sponsor
EVER-132-001,No,No,Sponsor
AH150201,No,No,Sponsor
99mTc-ADAPT6 in breast cancer,No,No,Sponsor
MOST Pain Pilot,No,No,Principal Investigator
214-2018,No,No,Principal Investigator
TBDBreast50,Yes,No,Principal Investigator
BAC,No,No,Sponsor
I237,No,No,Sponsor
KarolinskaUD,No,No,Principal Investigator
QUILT-3.058,Yes,No,Sponsor
20200225,No,No,Principal Investigator
SCCC-03121; STU-2021-0657,Yes,No,Principal Investigator
BC-Fluzoparib,No,No,Sponsor
NCC1969,No,No,Principal Investigator
HX008-Ib/II-TNBC-01,No,No,Sponsor
STUDY00004350,No,No,Principal Investigator
14/2021,No,No,Principal Investigator
HNCH-MBC07,No,No,Principal Investigator
HR-BLTN-III-NeoBC,Yes,No,Sponsor
A5481123,,,Sponsor
SYSU-2022-UCAN,No,No,Principal Investigator
19-113,No,No,Sponsor
B013-301,No,No,Sponsor
4CAST,No,No,Principal Investigator
811,No,No,Principal Investigator
SHR1210-III-322,No,No,Sponsor
BC- T-DM1,No,No,Sponsor
HERMIONE-7,No,No,Sponsor
RG1006427,No,No,Sponsor
CO41863,Yes,No,Sponsor
21030,No,Yes,Sponsor
BAT-8001-002-CR,No,No,Sponsor
CBYL719A0US03T,Yes,No,Sponsor
EH20-251,No,Yes,Principal Investigator
MedOPP190,No,No,Sponsor
Combined CTH and HT in MBC,Yes,No,Principal Investigator
KN046-203,No,No,Sponsor
A5481095,,,Sponsor
DZ2019HE001,Yes,No,Sponsor
S62794,No,No,Sponsor
SHR6390-SHR1020-I-101-BC,No,No,Sponsor
IIT2022-07-YUAN-IB-TNBC,Yes,No,Sponsor-Investigator
MA-BC-II-047,No,No,Sponsor
FUSCC,No,No,Sponsor
222.20,No,No,Principal Investigator
Bioscore in breast cancer,No,No,Principal Investigator
NCC201711008,No,No,Principal Investigator
ShandongCHI-06,No,No,Principal Investigator
2019-0634,No,No,Sponsor
275142,No,No,Principal Investigator
NCC2474,No,No,Principal Investigator
MK 3475-318,No,No,Sponsor
Medical Research Institute,No,No,Principal Investigator
MCLA-128-CL02,Yes,No,Sponsor
HNCH-HER2-MBC001,No,No,Principal Investigator
P170929J,No,No,Sponsor
GB491-004,No,No,Sponsor
MORE-T trial,No,No,Principal Investigator
2022-A01192-41,No,No,Sponsor
IJB-LOB-2019,No,No,Sponsor
Cardiotoxicity study,No,No,Sponsor
MS200647_0020,Yes,No,Sponsor
262840,No,No,Sponsor
2023-YBSF-480,No,No,Sponsor
U025,Yes,No,Sponsor
KN026-205,Yes,No,Sponsor
Soh-Med-21_10_18,No,No,Principal Investigator
SPH4336-301,No,No,Sponsor
HCB/2019/0786,No,No,Principal Investigator
2019-185-AGH,No,Yes,Principal Investigator
EC2019/0127,No,No,Sponsor
REaCT-OGF,No,No,Sponsor
2021P002943,No,No,Principal Investigator
NCI-2021-08921,Yes,No,Sponsor
AIs with chemotherapy in MBC,No,No,Principal Investigator
CTRIAL-IE 22-01,No,No,Sponsor
SIBP-01-3,No,No,Sponsor
20-068,Yes,No,Principal Investigator
19-002448,No,No,Sponsor
2022-09/2057,No,No,Principal Investigator
TEMPLATE,No,No,Sponsor
UC Laser,No,Yes,Principal Investigator
CO42867,Yes,No,Sponsor
GBG 93,No,No,Sponsor
2022-0500,No,No,Sponsor
IJB-LBC-NEOCHECKRAY-2018,No,No,Sponsor
HR-MBC-HN001,No,No,Principal Investigator
MCC-19803,Yes,No,Sponsor
20-130,No,No,Sponsor
BG01-2001,No,No,Sponsor
CBYL719CIN02,,,Sponsor
ROGABREAST,No,No,Sponsor
SYSU-2021-UCAN,No,No,Principal Investigator
18040334,No,No,Principal Investigator
Labra-001,No,No,Principal Investigator
M19-992,Yes,No,Sponsor
2021-1122,No,No,Sponsor
SYSKY-2022-105-01,No,No,Principal Investigator
CS2-19004,No,No,Principal Investigator
CBYL719C2404,,,Sponsor
I2I1,No,No,Sponsor-Investigator
2019-01-064,No,No,Principal Investigator
ZhejiangCH-0709,No,No,Sponsor
SHR-A1811-206,No,No,Sponsor
FOENIX-MBC2 TAS-120-201,Yes,No,Sponsor
IRB18-1178,Yes,No,Sponsor
ML43171,Yes,No,Sponsor
UC-BCG-2011,No,No,Sponsor
CSIIT-C41,No,No,Principal Investigator
MO43110,Yes,No,Sponsor
EUBREAST 3,No,No,Sponsor
SHR-1210-III-327,No,No,Sponsor
EOC202A2102,No,No,Sponsor
IEO 675,No,No,Sponsor
MP-05-2021-2605,No,No,Principal Investigator
7339-009,Yes,No,Sponsor
MC1831,Yes,No,Sponsor
OSU-20380,No,No,Principal Investigator
D933LC00001,Yes,No,Sponsor
MA-BC-II-042,No,No,Sponsor-Investigator
2020-1190,No,No,Sponsor
HRS8807-I-101,No,No,Sponsor
2019-00673; sp19Kurzeder,No,No,Sponsor
BreCLIM-2018-116-31M,No,No,Sponsor
TQ-B3525-I-02,No,No,Sponsor
HKUCTR-2709,No,No,Principal Investigator
MUKDEN5,No,No,Principal Investigator
Prevention of neuropathy,No,No,Sponsor-Investigator
TQB3616-II-01,No,No,Sponsor
s61033,Yes,No,Principal Investigator
s17-00995,No,No,Sponsor
SHR9549-I-101,No,No,Sponsor
18/0059,,,Sponsor
3-2019-0140,No,No,Principal Investigator
IRB00109957,No,No,Principal Investigator
IRB18-00912,No,No,Principal Investigator
Shengjing-LJY03,No,No,Principal Investigator
0392-18-HMO,No,No,Sponsor
UW19046,Yes,No,Sponsor
I 73718,Yes,No,Sponsor
21/079,No,No,Principal Investigator
2018-1133,No,No,Sponsor
HCB/2020/0971,No,No,Principal Investigator
FJD-LCO2-19-01,No,No,Sponsor
MC01/05/20; IST-325 (KPT),No,No,Sponsor
KROG 21-07,No,No,Principal Investigator
22012020,No,No,Principal Investigator
2020-1267,No,Yes,Sponsor
HER2BAT,No,No,Sponsor-Investigator
18291,No,No,Sponsor
ARIANNA (SOLTI-1502),No,No,Sponsor
PROICM 2019-05 MAC,No,No,Sponsor
BLI-1401-2-01,Yes,No,Sponsor
R018-SABI-00193,No,No,Sponsor
20221120,Yes,No,Principal Investigator
Geriatric-CDK4/6,Yes,No,Principal Investigator
CLEAR,No,No,Principal Investigator
Regina Elena,No,No,Principal Investigator
2.777.676,No,No,Sponsor
IC 2017-06,No,No,Sponsor
Pro00087654,No,No,Sponsor
IRMA,No,No,Sponsor
CO40115,Yes,No,Sponsor
111-009-F,No,No,Sponsor
2020-2-4023,No,No,Sponsor-Investigator
21129002,No,No,Principal Investigator
MCC-20915,Yes,No,Sponsor
PMCT-IMSLNB-MIT,No,No,Principal Investigator
V2000701,Yes,No,Sponsor
University Brunswick,No,No,Sponsor
1605576856,Yes,No,Principal Investigator
3475-B49,Yes,No,Sponsor
2018-0287,Yes,No,Sponsor
SABO 21-01,No,No,Sponsor
UW20037,Yes,No,Sponsor
20201101,No,No,Sponsor
ZJCH-CK19B,No,No,Principal Investigator
69HCL21_0145,No,No,Sponsor
IPI-549-03,Yes,No,Sponsor
2017-0500,Yes,No,Sponsor
APG2575XU103,Yes,No,Sponsor
BLTN-NeoBC1115,No,No,Principal Investigator
22-259,No,Yes,Sponsor
UW18099,No,Yes,Sponsor
17384,Yes,No,Sponsor
BL-B01D1-104,No,No,Sponsor
M21CSM,No,No,Sponsor
4-2022-0600,No,No,Sponsor
RS1637/21,No,No,Sponsor
22239,Yes,No,Sponsor
202107015,No,Yes,Sponsor
20171,No,No,Sponsor
UPCC 17119,No,No,Sponsor
HS-10352-101,No,No,Sponsor
NNG17.2,No,No,Sponsor
XJTU1AF-CRF-2018-001,No,No,Sponsor
I 571719,No,No,Sponsor
2019-40016-06,No,No,Principal Investigator
IRB-52869,Yes,No,Sponsor
D9266C00001,No,No,Sponsor
1B-21-6,No,No,Sponsor
2017/78,No,No,Sponsor
ICRG0201,No,No,Sponsor
SHR-A1811-III-301,No,No,Sponsor
IRB-63041,Yes,No,Sponsor-Investigator
U21-02-4401,Yes,No,Sponsor
AssiutU AAHelmy,No,No,Principal Investigator
Pro00100408,No,No,Sponsor
Polarhis,No,No,Sponsor
GS-US-592-6173,Yes,No,Sponsor
SCO-120-19-22,Yes,No,Sponsor
GS-US-592-6238,Yes,No,Sponsor
CBYL719C2201,Yes,No,Sponsor
TQB3616-III-01,No,No,Sponsor
19/218,No,No,Principal Investigator
CHANGEABLE,No,No,Principal Investigator
19-3032.cc,No,No,Sponsor
SCT200IITNBC,No,No,Sponsor
651,No,No,Sponsor
H3B-6545-J081-103,No,No,Sponsor
2019-00174 Neoadj Breast Pilot,Yes,No,Sponsor-Investigator
MO40628,Yes,No,Sponsor
NNG17.1,No,No,Sponsor
STUDY00004618,No,No,Principal Investigator
19959,No,No,Sponsor
AIPAC-003,Yes,No,Sponsor
18-1068,No,No,Sponsor
SuleymanDU-SALMAN-F-001,No,No,Principal Investigator
IIBSP-SIL-2017-70,No,No,Sponsor
Shoulder exercise cancer,No,No,Principal Investigator
NCI-2022-00004,Yes,No,Sponsor
GC-627-05,Yes,No,Sponsor
LCCC 2104,Yes,Yes,Principal Investigator
2021SQGH00743,No,No,Sponsor
rosuva2020,No,No,Principal Investigator
N21CPB-IRBd22-103,No,No,Principal Investigator
UPNA-CUMACA-B2022,No,No,Sponsor-Investigator
213831,Yes,No,Sponsor
Pro00109917,No,Yes,Sponsor
GCO 17-2320,Yes,No,Sponsor-Investigator
32158620.0.0000.0072,No,No,Principal Investigator
MA-BC-II-025,No,No,Sponsor
CPO-NBP-2002,Yes,No,Sponsor
INT/2020/VOICE,No,No,Sponsor
N assisted,No,No,Principal Investigator
PROSOM-K,No,No,Sponsor
SYSKY-2022-024-01,No,No,Sponsor
NL62441.068.17,No,No,Sponsor
EP0062-101,Yes,No,Sponsor
LightCT-PKUPH,No,Yes,Sponsor
KY2022-044-B,No,No,Principal Investigator
SUGBG-2021001,No,No,Principal Investigator
PI2018_843_0061,No,No,Sponsor
