ID,title,actual_duration,status,study_type,fda_regulated_drug,fda_regulated_device,responsible_party,enrollment_count
e-OTCAT20,Telehealth Program to Prevent Cancer and Chemotherapy-related Cognitive Impairment.,2.9972602739726026,Enrolling by invitation,Interventional,No,No,Principal Investigator,98
23-050,A Study of Vericiguat in People With Breast Cancer and Cancer Therapy-Related Cardiac Dysfunction,5.005479452054795,Not yet recruiting,Interventional,Yes,No,Sponsor,50
287482,ARTISS a Single-centre Randomised Control Study,1.4958904109589042,Recruiting,Interventional,No,No,Sponsor,138
19447,Diabetes Prevention Program (METFIT) in Reducing Insulin Resistance in Stage I-III Breast Cancer Survivors,1.0000000000000002,Withdrawn,Interventional,No,No,Sponsor,0
20G.093,"Tai Chi for Relieving Aromatase Inhibitor-Induced Arthralgia in Patients With Stage I-III Breast Cancer, the TaiChi4Joint Trial",1.7863013698630137,Completed,Interventional,No,No,Sponsor,39
ANI251_BCS-PI,PI-targeted PNE+MI Compared to BIOMEDICAL Education in BCS,3.0027397260273974,Recruiting,Interventional,No,No,Sponsor,156
NCI-2019-05187,"Testing the Addition of an Anti-cancer Drug, Berzosertib, to the Usual Treatment (Radiation Therapy) for Chemotherapy-Resistant Triple-Negative and Estrogen and/or Progesterone Receptor Positive, HER2 Negative Breast Cancer",4.002739726027397,Recruiting,Interventional,Yes,No,Sponsor,42
OUMK59829,Novel Neoadjuvant and Adjuvant Strategy for Germline BRCA 1/2 Mutated Triple Negative Breast Cancer,5.0,Not yet recruiting,Interventional,No,No,Principal Investigator,23
STUDY00000057,"WI231696: Bosutinib, Palbocicilib and Fulvestrant for HR+HER2- Advanced Breast Cancer Refractory to a CDK4/6 Inhibitor",4.671232876712328,"Active, not recruiting",Interventional,Yes,No,Sponsor,19
LACOG 0122,Radiotherapy With Extreme Hypofractionation in Patients With Breast Cancer in Brazil: a Retrospective Cohort Study,1.16986301369863,Not yet recruiting,Observational,No,No,Sponsor,400
239531,Vaginal Dehydroepiandrosterone (DHEA) in Postmenopausal Breast Cancer Survivors on Aromatase Inhibitors,2.9863013698630136,Recruiting,Interventional,Yes,No,Sponsor,60
Castle06(BC),Cryoablation Combined With Tirelizumab and Bevacizumab in Liver Metastatic TNBC Patients Failed by Multiline Therapy,1.9205479452054797,Recruiting,Interventional,No,No,Principal Investigator,15
STUDY02000934_1,A Single Arm Pilot Study to Refine a Novel Approach to Exercise Promotion Based on Affect-regulation,0.8410958904109589,Completed,Interventional,No,No,Principal Investigator,37
IFG-01-2022,"Comprehensive Analysis of Spatial, Temporal and Molecular Patterns of Ribociclib Efficacy and Resistance in Advanced Breast Cancer Patients",3.9726027397260277,Recruiting,Interventional,No,No,Sponsor,1000
PI-0171-2020,Pain Treatment in a Breast Cancer Population. PaiNEd Study.,1.4109589041095891,Recruiting,Interventional,No,No,Principal Investigator,72
STU-2019-0529,Performance of Contrast-Enhanced Spectral Mammography to Assess Neoadjuvant Chemotherapy Response (CEDM),2.3972602739726026,Terminated,Interventional,Yes,No,Principal Investigator,6
NBC Sur001,Targeted Biopsy of Carbon Nanoparticles Labelled Axillary Node for cN+ Breast Cancer,3.6,Recruiting,Interventional,No,No,Principal Investigator,100
RG1718049,Occupational Therapist-Led Work Intervention in Facilitating Work Maintenance or Re-entry to the Workforce in Patients With Stage I to III Breast Cancer Undergoing Chemotherapy,1.9123287671232878,Terminated,Interventional,No,No,Sponsor,15
55457122.3.0000.5330,Onco-Genomas Brasil: Mapping Breast and Prostate Cancer in the Brazilian Public Health System,1.1424657534246576,Recruiting,Observational,No,No,Sponsor,550
2020-A02045-34,The E-consult Application for Patients With Breast Cancer: Interest in Empathy and Empowerment of Patients.,1.895890410958904,Completed,Observational,No,No,Sponsor,206
ESPvsPECS/AOP,Comparison of Erector Spinae Plane Block With PECS II Block in Patients Undergoing Breast Cancer Surgery,1.0000000000000002,Withdrawn,Interventional,No,No,Principal Investigator,0
MP-12-2021-2565,Single Pre-Operative Radiation Therapy - With Delayed or No Surgery (SPORT-DNS),7.235616438356164,Recruiting,Interventional,No,No,Principal Investigator,80
S1703,S1703 Serum Tumor Marker Directed Disease Monitoring in Patients With Hormone Receptor Positive Her2 Negative Metastatic Breast Cancer,19.476712328767125,Recruiting,Interventional,No,No,Sponsor,1320
OSU-19152,EMBr Wave for the Reduction of Hot Flashes in Women With a History of Breast Cancer,1.2328767123287672,Recruiting,Interventional,No,Yes,Principal Investigator,30
2018-11-128,Strain vs. Left Ventricular Ejection Fraction-based Cardiotoxicity Prevention in Breast Cancer,4.000000000000001,Recruiting,Interventional,No,No,Principal Investigator,136
OSU-20340,Topical or Oral Minoxidil for the Treatment of Endocrine Therapy-Induced Alopecia in Patients With Stage I-IV Breast Cancer,1.8383561643835618,Recruiting,Interventional,Yes,No,Principal Investigator,50
PAXMAN,Cooling Cap Trial to Prevent Permanent Chemotherapy-induced Alopecia in Breast Cancer Patients,1.6849315068493151,Completed,Interventional,No,Yes,Principal Investigator,170
MC210303,Tumor Treating Fields for the Treatment of Leptomeningeal Metastases of the Spine in Patients With Breast Cancer,3.901369863013699,Recruiting,Interventional,No,Yes,Principal Investigator,5
2020-01097,Effect of Heavy-load Resistance Training During Chemotherapy on Muscle Cellular Outcomes,4.076712328767123,"Active, not recruiting",Interventional,No,No,Principal Investigator,40
NL80749.058.22 DIRECT 2,"Fasting Mimicking Diet Program to ImpRovE ChemoTherapy in Hormone Receptor Postive (HR+), HER2- Breast Cancer",9.008219178082191,Recruiting,Interventional,No,No,Principal Investigator,240
NCI-2022-04956,"Testing the Addition of Anti-Cancer Drug, ZEN003694 (ZEN-3694) and PD-1 Inhibitor (Pembrolizumab), to Standard Chemotherapy (Nab-Paclitaxel) Treatment in Patients With Advanced Triple-Negative Breast Cancer",3.0027397260273974,Recruiting,Interventional,Yes,No,Sponsor,57
IRB-2022-329,Phase II Study of Niraparib in Metastatic TNBC Patients With Homologous Recombination Deficiency,2.83013698630137,Not yet recruiting,Interventional,No,No,Principal Investigator,50
N20ESP,Ultrasound-guided Erector Spinae Plane Block Versus Paravertebral Block in Breast Cancer Patients Undergoing Mastectomy With Immediate Reconstruction - a Non-inferiority Trial,1.5835616438356164,Recruiting,Interventional,No,No,Sponsor,100
SMC2018-09-029-003,The Effects of Anesthetics on Persistent Pain Following Breast Cancer Surgery,0.9972602739726029,Completed,Observational,No,No,Sponsor,89
UZBRU_VHH1_3,Repeatability of 68-GaNOTA-Anti-HER2 VHH1 PET/CT in Breast Carcinoma Patients,5.673972602739726,Recruiting,Interventional,No,No,Sponsor,55
17753,T-VEC With Chemotherapy or Endocrine Therapy in Treating Participants With HER2- Negative Breast Cancer,4.235616438356165,Recruiting,Interventional,Yes,No,Principal Investigator,25
35945/10/22,Role of Silymarin in Chemotherapy Toxicity and Cognition Improvement in Breast Cancer Patients,2.0027397260273974,Enrolling by invitation,Interventional,Yes,No,Principal Investigator,56
2019-5382,Fruit and Vegetable Intervention in Lactating Women to Reduce Breast Cancer Risk,4.441095890410959,Recruiting,Interventional,No,No,Sponsor,400
IRB00105944,"Radiation Therapy, Palbociclib, and Hormone Therapy in Treating Breast Cancer Patients With Bone Metastasis",4.504109589041096,"Active, not recruiting",Interventional,Yes,No,Principal Investigator,38
IRB202201483,Grateful Strides Toward Physical Activity and Well-Being for Black Breast Cancer Survivors,0.5589041095890411,Recruiting,Interventional,No,No,Sponsor,28
MC18C3,Rifaximin for the Treatment of Gastrointestinal Toxicities Related to Pertuzumab-Based Therapy in Patients With Stage I-III HER2 Positive Breast Cancer,4.205479452054795,Recruiting,Interventional,Yes,No,Sponsor,18
2022-376,Digital Cognitive Behavioral Therapy for Insomnia for Chronic Insomnia in Breast Cancer Survivors,2.336986301369863,Not yet recruiting,Interventional,No,No,Principal Investigator,264
2019-1042,Treatment Decision Making in African American Women Diagnosed With Triple Negative Breast Cancer,8.608219178082193,Recruiting,Observational,No,No,Sponsor,62
20-002712,Platelet Rich Plasma for the Treatment of Genitourinary Syndrome of Menopause in Patients With Stage 0-III Breast Cancer,4.273972602739726,Recruiting,Interventional,Yes,No,Sponsor,20
Gabapentin RCT,Prophylactic Gabapentin for Taxane-Induced Arthralgia and Myalgia Syndrome in Breast Cancer Patients Undergoing Adjuvant Chemotherapy,1.997260273972603,Unknown status,Interventional,Yes,No,Sponsor,46
FS-CY1502-Ph1-01,Phase 1 Study of FS-1502 in Patients With HER2 Expressed Advanced Solid Tumors and Breast Cancer.,5.6438356164383565,Recruiting,Interventional,No,No,Sponsor,297
167514,Incidence and Severity of Diarrhea in Patients With Stage II-IIIC HER2 Positive Breast Cancer Treated With Trastuzumab and Neratinib,4.0630136986301375,Completed,Interventional,Yes,No,Principal Investigator,11
G1T48-01,"G1T48, an Oral SERD, Alone and in Combination With Palbociclib in ER-Positive, HER2-Negative Advanced Breast Cancer",4.394520547945206,Completed,Interventional,Yes,No,Sponsor,107
PH-CP032,PG2 Injection for the Treatment of moderate-to Severe Fatigue in Breast Cancer Patients,0.46301369863013697,Recruiting,Interventional,No,No,Sponsor,36
2018-0062,Olaparib With Cediranib or AZD6738 for the Treatment of Advanced or Metastatic Germline BRCA Mutated Breast Cancer,4.676712328767123,Recruiting,Interventional,Yes,No,Sponsor,60
URomLS-2019a,The Recovery of Reaching Movement in Breast Cancer Survivors: Two Different Rehabilitative Protocols in Comparison,1.526027397260274,Completed,Interventional,No,No,Principal Investigator,66
ODO-TE-B201,"Tesetaxel Plus Reduced Dose of Capecitabine in Patients With HER2 Negative, HR Positive, LA/MBC",2.347945205479452,Terminated,Interventional,Yes,No,Sponsor,152
ReMig,Rehabilitation on Equal Terms - The ReMig Study,2.345205479452055,Recruiting,Observational,No,No,Sponsor,140
MAMMoutreach,Opt-in vs. Opt-out for Breast Cancer Screening,0.3698630136986301,Not yet recruiting,Interventional,No,No,Principal Investigator,871
EVE-CWM-01,Efficacy of Everolimus-containing Chemotherapy in HER2- mBC Patients With PI3K/AKT/mTOR Mutations Study,0.3315068493150685,Completed,Observational,,,Principal Investigator,14
SAFE-FORWARD,Safety of Ultra-hypofractionated Whole Breast Irradiation After Breast-conserving Surgery,1.0027397260273974,Recruiting,Observational,No,No,Principal Investigator,60
20-222,Improving Cognitive Function Through High-intensity Interval Training in Breast Cancer Patients Undergoing Chemotherapy,1.9205479452054797,Recruiting,Interventional,No,No,Principal Investigator,30
20-001275,"Trastuzumab Deruxtecan Alone or in Combination With Anastrozole for the Treatment of Early Stage HER2 Low, Hormone Receptor Positive Breast Cancer",4.978082191780822,Recruiting,Interventional,Yes,No,Sponsor,88
2018-8984,Low Energy Dissection Vs. Electrocautery in Lumpectomy Shaved Surgical Margins,1.2547945205479452,Unknown status,Observational,No,Yes,Sponsor,20
OSU-22083,Feasibility Study of Biobehavioral Stress Reduction Intervention in Patients With Triple Negative Breast Cancer,2.0493150684931507,Recruiting,Interventional,No,No,Principal Investigator,40
CF22200A,Effects of an Exercise Intervention on Taxane-induced Peripheral Neuropathy in Breast Cancer Survivors,1.082191780821918,Not yet recruiting,Interventional,No,No,Sponsor,88
2018-0550,Atorvastatin in Treating Patients With Stage IIb-III Triple Negative Breast Cancer Who Did Not Achieve a Pathologic Complete Response After Receiving Neoadjuvant Chemotherapy,4.964383561643835,"Active, not recruiting",Interventional,Yes,No,Sponsor,6
3543,Effectiveness of Ultrasound Guided PECS Block on Opioid Consumption and Patient Satisfaction Through Adequate Pain Control Following Breast Cancer Surgery.,1.6602739726027398,Recruiting,Interventional,No,No,Principal Investigator,70
EstroTEP COMPARE,Evaluation of the Unconformity of the Hormonal Status of Metastatic Lesions During a First Relapse of Breast Cancer Initially Expressing Estrogen Receptors: a Pilot Study on the Interest of PET With FES,1.0876712328767124,Unknown status,Interventional,No,No,Sponsor,25
230/HĐĐĐ-ĐHYD,2D Speckle-tracking Echocardiography in Chemotherapy-induced Cardiomyopathy With Cardiovascular Risk Factors,2.789041095890411,Recruiting,Observational,No,No,Sponsor,300
2020-0715,Panitumumab and Pembrolizumab in Combination With Neoadjuvant Chemotherapy for the Treatment of Stage III-IV Triple Negative Breast Cancer,6.813698630136987,Recruiting,Interventional,Yes,No,Sponsor,30
NCI-2019-06088,Testing the Addition of Radium Therapy (Radium-223 Dichloride) to the Usual Chemotherapy Treatment (Paclitaxel) for Advanced Breast Cancer That Has Spread to the Bones,3.5095890410958903,Recruiting,Interventional,Yes,No,Sponsor,70
MA-BC-II-037,Treatment of Dalpiciclib Combined With Pyrotinib for Trastuzumab-sensitive HER2+ Advanced Breast Cancer(DAP-Her-02),3.621917808219178,Recruiting,Interventional,No,No,Principal Investigator,120
A5481152,First-line Palbociclib and Endocrine Therapy for Patients With HR+/HER2- Advanced Breast Cancer in the Real-world Setting.,7.476712328767123,Recruiting,Observational,,,Sponsor,1900
S2007,Testing Sacituzumab Govitecan Therapy in Patients With HER2-Negative Breast Cancer and Brain Metastases,5.964383561643835,Recruiting,Interventional,Yes,No,Sponsor,44
LCZ696ABM001.001,Sacubitril/Valsartan in PriMAry preventIoN of the Cardiotoxicity of Systematic breaST canceR trEAtMent (MAINSTREAM),5.002739726027397,Not yet recruiting,Interventional,No,No,Sponsor,600
2018-0127,Lymphovenous Bypass Procedure Before Underarm Lymph Node Surgery in Preventing Lymphedema in Patients With Inflammatory or Locally Advanced Non-inflammatory Breast Cancer,2.3835616438356166,Unknown status,Interventional,Yes,No,Sponsor,50
19-004024,RBX7455 Before Surgery for the Treatment of Operable Breast Cancer,5.298630136986302,"Active, not recruiting",Interventional,Yes,No,Sponsor,30
ANG-002,Harvest of CTCs From MBC Patients Using the Parsortix™ PC1 System,1.7589041095890412,Completed,Observational,No,Yes,Sponsor,421
115300-20-52703,Early Rehabilitation for Breast Cancer - A Randomized Control Trial,1.7506849315068493,Unknown status,Interventional,No,No,Principal Investigator,32
MC1635,Hypofractionated Radiation Therapy in Preventing Recurrence in Patients With Breast Cancer After Surgery,5.394520547945206,"Active, not recruiting",Interventional,Yes,No,Sponsor,82
IIT2019-21-Basho-TOPAZ,TOPAZ: Tucatinib in COmbination With Pembrolizumab And TrastuZumab in Patients With HER2-Positive Breast Cancer Brain Metastases,2.0027397260273974,Withdrawn,Interventional,Yes,No,Sponsor-Investigator,0
81603703,Effects of Infrared Laser Moxibustion on Cancer-related Fatigue in Breast Cancer Patients,3.1041095890410957,Completed,Interventional,No,No,Sponsor,140
38RC20.120,"Complications After Lumpectomy, Sentinel Node and Radiotherapy in Breast Cancer Patients and Physiotherapy Care",0.6602739726027397,Completed,Observational,No,No,Sponsor,71
BTCRC BRE15-024,Ribociclib and Bicalutamide in AR+ TNBC,6.326027397260274,Recruiting,Interventional,Yes,No,Sponsor-Investigator,37
2021-375,Efficacy of Metformin as Preventive Treatment in Paclitaxel Induced Peripheral Neuropathy in Breast Cancer Patients,0.5506849315068493,Completed,Interventional,No,No,Principal Investigator,76
3474028/2019,Effects of the Anchor System in the Postural Stability,4.002739726027397,Recruiting,Interventional,No,No,Sponsor-Investigator,80
2020-0245,"Immunotherapy (NHS-IL12 & Bintrafusp Alfa) and Radiation Therapy for the Treatment of Hormone Receptor Positive, HER2 Negative Metastatic Breast Cancer, the REINA Trial",0.947945205479452,Withdrawn,Interventional,Yes,No,Sponsor,0
18-000427,"Ipilimumab, Nivolumab, and Talimogene Laherparepvec Before Surgery in Treating Participants With Localized, Triple-Negative or Estrogen Receptor Positive, HER2 Negative Breast Cancer-deleted",4.980821917808219,"Active, not recruiting",Interventional,Yes,No,Sponsor,6
CASE11119,Evaluating the Effectiveness of an Individualized Nutrition and Physical Activity Counseling Program,2.9013698630136986,Recruiting,Interventional,No,No,Sponsor,60
ZLYNXM202014,Identification and Preservation of Arm Lymphatics,5.282191780821917,Recruiting,Interventional,No,No,Principal Investigator,1200
19.07,ImmunoBreast - A Phase Ib Study,3.0821917808219177,Recruiting,Interventional,No,No,Sponsor-Investigator,20
REaCT-Low Risk HER-2,A Study Comparing Two Standard of Care Adjuvant Chemotherapy Regimens for Lower Risk HER-2 Positive Breast Cancer,3.03013698630137,Completed,Interventional,No,No,Sponsor,51
D19160,Lumpectomy Specimen Margin Evaluation With Tomography and Structured Light Imaging,2.1068493150684935,Completed,Observational,No,No,Principal Investigator,100
PRO00035701,"Hydroxychloroquine, Abemaciclib and Endocrine Therapy in Hormone Receptor Positive (HR+)/Her 2 Negative Breast Cancer",6.2,Withdrawn,Interventional,Yes,No,Principal Investigator,0
REaCT-CHRONO,Evaluating the Dose Timing (Morning vs Evening) of Endocrine Therapy and Its Effects on Tolerability and Compliance,2.0876712328767124,"Active, not recruiting",Interventional,No,No,Sponsor,247
Acu-CIPN,Acupuncture in Chemotherapy-induced Peripheral Neuropathy in Women With Breast Cancer,3.249315068493151,Recruiting,Interventional,No,No,Principal Investigator,102
202104085,Single Fraction Accelerated Partial Breast Irradiation vs. Five Fraction Accelerated Partial Breast Irradiation for Low-risk Stage 0 and I Breast Carcinoma,7.887671232876714,Recruiting,Interventional,No,Yes,Sponsor,130
ZL-MG-BC-001,A Study to Evaluate the Pharmacokinetics of Margetuximab in Chinese Patients With HER2+ MBC,0.6712328767123288,Completed,Interventional,No,No,Sponsor,16
P170104J,"A Biomarker Study of Palbociclib + Fulvestrant for Second, and Third Line of Postmenopausal Women With hr+/her2- Advanced Breast Cancer",3.931506849315069,Unknown status,Interventional,No,No,Sponsor,54
Pro00104214,Well-Being After Breast Cancer Surgery,3.8958904109589048,Recruiting,Interventional,No,No,Sponsor,564
CLEE011AIT01,"Study of the Molecular Features of Postmenopausal Women With HR+ HER2-negative aBC on First-line Treatment With Ribociclib and Letrozole and, in Patients With a PIK3CA Mutation, on Second-line Treatment With Alpelisib Plus Fulvestrant",6.413698630136986,"Active, not recruiting",Interventional,No,No,Sponsor,287
MedOPP150,"First Line Atezolizumab, Paclitaxel, and Bevacizumab (Avastin®) in mTNBC",3.1561643835616437,Recruiting,Interventional,No,No,Sponsor,100
ODO-TE-B202,Tesetaxel Plus 3 Different PD-(L)1 Inhibitors in Patients With Triple-Negative MBC and Tesetaxel Monotherapy in Patients With HER2-Negative MBC,1.9589041095890414,Terminated,Interventional,Yes,No,Sponsor,294
IO Panel,Tumor Immune Mechanism of Axillary Lymph Node Metastasis in Early Luminal Type A Breast Cancer,1.6684931506849314,Unknown status,Observational,No,No,Sponsor,120
Study00146761,Pilot Study of Bazedoxifene Plus Conjugated Estrogen on Imaging and Blood Biomarkers,2.0794520547945208,Recruiting,Interventional,Yes,No,Sponsor-Investigator,20
17-546,Atezolizumab + Pertuzumab + Trastuzumab In CNS Mets In BC,7.536986301369863,"Active, not recruiting",Interventional,Yes,No,Sponsor-Investigator,33
DRACARYS,Dragonboat Activity for Breast Cancer,0.3780821917808219,Completed,Interventional,No,No,Sponsor,32
PA18-1077,"Impact of COVID-19 Pandemic on Out-of-Pocket Costs, Lost Wages, and Unemployment in Patients With Breast Cancer Undergoing Breast Surgery",3.8630136986301373,Recruiting,Observational,No,No,Sponsor,600
RIPH2_BREYSSE_ETAPH,"Therapeutic Education and Nursing Support Program for Supportive Care, in Patients Treated With Hormone Therapy for Non-metastatic Breast Cancer",2.9808219178082194,Recruiting,Interventional,No,No,Sponsor,300
I 60217,Photoacoustic Imaging of the Breast in Patients With Breast Cancer and Healthy Subjects,4.668493150684932,Recruiting,Interventional,No,No,Sponsor,200
21-001819,"Ribociclib, Tucatinib, and Trastuzumab for the Treatment of HER2 Positive Breast Cancer",2.9863013698630136,Recruiting,Interventional,Yes,No,Sponsor,18
ARC-2 (AB928CSP0002),A Study to Evaluate Safety/Tolerability of Immunotherapy Combinations in Participants With Triple-Negative Breast Cancer or Gynecologic Malignancies,2.7150684931506848,Completed,Interventional,Yes,No,Sponsor,35
IRB00076577,Oral Aromatase Inhibitors Modify the Gut Microbiome,1.4273972602739726,Recruiting,Observational,No,No,Sponsor,25
RJ-101-RCT-001,Study to Investigate the Effect of AB-101 in Breast Cancer Survivors,1.2602739726027397,Completed,Interventional,Yes,No,Sponsor,3
KEK 2021-D0051,HER2-directed Biosimilar in Breast Cancer: Real World ePRO,1.5424657534246575,Recruiting,Observational,No,No,Sponsor,60
SCHBCC-N046,FUSCC Refractory TNBC Platform Study (FUTURE2.0),3.254794520547945,Not yet recruiting,Interventional,No,No,Principal Investigator,120
2021-1151-002,OFS in Premenopausal Node+ Breast Cancer With Low Genomic Risk,9.90958904109589,Recruiting,Interventional,No,No,Principal Investigator,418
Aqua POLO-IPC 2019-028,Feasibility Study of an Adapted and Supported Water Polo Program to Reduce Fatigue Related to Cancer and Improve Psychological and Social Recovery in Patients With Breast Cancer Remission,0.7972602739726027,Unknown status,Interventional,No,No,Sponsor,24
OSU-20408,An Episodic Future Thinking Intervention to Promote Weight Loss in Breast Cancer Survivors,3.1671232876712327,Recruiting,Interventional,No,No,Principal Investigator,40
21D.625,Intermittent Fasting for the Improvement of Outcomes in Patients With Stage I-III Breast Cancer Receiving Chemotherapy Before Surgery,1.7616438356164383,Suspended,Interventional,No,No,Sponsor,55
TNBC-NEO,Nab-paclitaxel Based Regimens VS Paclitaxel Based Regimens in Neoadjuvant Treatment for TNBC,6.980821917808219,Withdrawn,Interventional,No,No,Principal Investigator,0
RD19/125787,Guide for Prioritisation of Patients for Referral to Breast Clinics,3.0,Suspended,Observational,No,No,Sponsor,4000
13/21,Continuous Pectoral Nerve Block in Breast Cancer Surgery,0.2958904109589041,Completed,Interventional,No,No,Principal Investigator,48
NCI-2017-01960,Bexarotene in Preventing Breast Cancer in Patients at High Risk for Breast Cancer,3.778082191780822,Completed,Interventional,Yes,No,Sponsor,24
USB_22 Trial,Serratus Anterior Plane Block to Prevent Chronic Postoperative Pain in Breast Cancer,0.9972602739726029,Recruiting,Interventional,No,No,Sponsor,94
YOUNGBC-12,Eribulin in mTNBC Patients,1.0164383561643837,Completed,Observational,No,No,Principal Investigator,208
CSIIT-C25,Clinical Study of Chidamide Combined With Chemotherapy in Neoadjuvant Treatment of HR+/ HER2-BC,2.0027397260273974,Recruiting,Interventional,No,No,Principal Investigator,59
SAKK 95/17,Activity Program During Aromatase Inhibitor Therapy,6.684931506849315,"Active, not recruiting",Interventional,No,No,Sponsor,375
2018-A01019-46,Evaluation of the Efficacy of a Homeopathic Protocol in Patients With Non-metastatic Breast Cancer,3.526027397260274,Completed,Interventional,No,No,Sponsor,140
Fisioterapia en Linfedema,Effects of Physiotherapy in the Treatment of Lymphedema After Breast Cancer,0.6575342465753424,Completed,Interventional,No,No,Principal Investigator,28
2019-0752,Nab-paclitaxel and Alpelisib for the Treatment of Anthracycline Refractory Triple Negative Breast Cancer With PIK3CA or PTEN Alterations,3.9041095890410964,"Active, not recruiting",Interventional,Yes,No,Sponsor,8
STUDY00003705,Transcutaneous Electrical Nerve Stimulation in Chemotherapy Induced Peripheral Neuropathy in Patients With Stage I-III Early Stage Breast Cancer,0.4465753424657534,Recruiting,Interventional,No,No,Principal Investigator,27
CL 2775,Use of Topical Olive Oil Cream for Prophylaxis Against Acute Radiodermatitis in Breast Cancer Patients,1.5726027397260274,Recruiting,Interventional,No,No,Principal Investigator,132
STUDY00003782,RAGE Inhibition to Decrease Therapy Cardiotoxicity in Women With Early Breast Cancer,1.5068493150684932,Recruiting,Interventional,Yes,No,Sponsor,48
X9001194,UK Ibrance Patient Program (IPP) Study,2.0109589041095894,Completed,Observational,,,Sponsor,191
MUST-02-001,Safety and Performance of the Multi-Modal UltraSound Tomography (MUST) Device in Breast Cancer Screening,1.8,Unknown status,Interventional,No,Yes,Sponsor,1333
UEM Quirón,Effects of a Physical Exercise Intervention During Neoadjuvant Chemotherapy in Women With Breast Cancer,2.16986301369863,Unknown status,Interventional,No,No,Principal Investigator,80
IB2022-04,Evaluation of Cognitive Management for Chemobrain in Patients Treated for Breast Cancer.,1.832876712328767,Recruiting,Interventional,No,No,Sponsor,164
D5336C00001,To Assess Safety and Efficacy of Agents Targeting DNA Damage Repair With Olaparib Versus Olaparib Monotherapy.,5.567123287671233,"Active, not recruiting",Interventional,Yes,No,Sponsor,273
CE 193/17,"Oxidative Stress, Anxiety and Depression in Breast Cancer Patients: Impact of Music Therapy",1.9123287671232878,Completed,Interventional,No,No,Principal Investigator,60
IRAS 314460,CLI and FAR for Intraoperative Margin Assessment,2.1726027397260275,Not yet recruiting,Interventional,No,No,Sponsor,60
UPCC12118,Risk-Guided Cardioprotection With Carvedilol in Breast Cancer Patients Treated With Doxorubicin and/or Trastuzumab,5.4,"Active, not recruiting",Interventional,Yes,No,Sponsor,69
LCCC 1716,PET/MR in Surgical Planning for Breast CA Treated With Neoadj Chemo,1.2027397260273973,Terminated,Interventional,No,Yes,Sponsor,1
YL202-INT-101-01,A Study of YL202 in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer and Breast Cancer,2.9506849315068493,Recruiting,Interventional,Yes,No,Sponsor,80
227/KEPK/IX/2022,The Effectiveness of Lymphatic Bypass Supermicrosurgery,1.736986301369863,Recruiting,Interventional,No,No,Principal Investigator,140
OFA,Opioid Free Anesthesia in Breast Cancer Surgery,1.704109589041096,Completed,Interventional,No,No,Principal Investigator,80
STUDY00021243,Abemaciclib and Niraparib Before Surgery for the Treatment of Hormone Receptor Positive HER2 Negative Breast Cancer,3.0657534246575344,Recruiting,Interventional,Yes,No,Principal Investigator,25
HNCH-2022KY59,UTD1 Combined With Capecitabine in Metastatic HER2-negative Breast Cancer Patients With Brain Metastases,2.9178082191780823,Recruiting,Interventional,No,No,Sponsor,30
Prevention of radiodermatitis,Photobiomodulation for Prevention of Radiodermatitis in Women With Breast Cancer Undergoing Adjuvant Radiotherapy,2.0027397260273974,Not yet recruiting,Interventional,No,No,Principal Investigator,148
EXERT-BC,"EXErcise Regimen Designed to Improve Functional Mobility, Body Composition, and Strength After Treatment for Breast CA",0.8328767123287671,Recruiting,Observational,No,No,Sponsor-Investigator,40
D3614C00001,Capivasertib+Paclitaxel as First Line Treatment for Patients With Locally Advanced or Metastatic TNBC,4.284931506849315,Recruiting,Interventional,Yes,No,Sponsor,924
AH150202-1,"Study of Efficacy, Safety, and Pharmacokinetics of FCN-437c in Combination With Fulvestrant or Letrozole+Goserelin",3.0,Recruiting,Interventional,No,No,Sponsor,70
yifeng,Prevalence and Risk Factors for Pain and Related Adverse Reactions Among Breast Cancer Survivors on Aromatase Inhibitors,0.3041095890410959,Recruiting,Observational,No,No,Principal Investigator,1200
MEC-2021-0829,An Integrated Optimization of Surgery and Radiotherapy Techniques to Improve Cosmetic Outcome and Quality of Life in Breast Conserving Therapy for Breast Cancer Patients (STARLINGS Study),3.3945205479452056,Recruiting,Observational,No,No,Principal Investigator,750
YOUNGBC-23,The Rechallenge of ADCs in MBC Patients,2.0027397260273974,"Active, not recruiting",Observational,No,No,Principal Investigator,100
D8530C00007,AZD9833 China PK Study,2.0027397260273974,Recruiting,Interventional,No,No,Sponsor,30
NEODOC-2021668610-165,Evaluation of NeoNavia® Biopsy System in Axillary Lymph Nodes,2.3753424657534246,Unknown status,Observational,No,No,Sponsor,140
21-194,"A Study of Letrozole, Palbociclib, and Onapristone ER in People With Metastatic Breast Cancer",2.0000000000000004,Recruiting,Interventional,Yes,No,Sponsor,28
Exactis-03,Combination of Olaparib and Navitoclax in Women With HGSC and TNBC,2.4684931506849317,Recruiting,Interventional,No,No,Sponsor,36
MedOPP100,A Two-stage Simon Design Phase II Study for Non-BRCA MBC Patients With HRD Treated With Olaparib Single Agent,3.7095890410958905,Terminated,Interventional,No,No,Sponsor,7
SYSU003-2020,Nail Changes Associated With Chemotherapy and Prevention of Nail Pigmentation by Ice Water Immersion,2.8328767123287673,Unknown status,Interventional,No,No,Principal Investigator,120
MS201922_0010,Study of M4344 in Combination With Niraparib,2.750684931506849,Withdrawn,Interventional,Yes,No,Sponsor,0
