ID,Gender,Minimum_Age,Healthy_Volunteers
UW 18-526,Female,18 ,No
H-1905-141-1035,Female,18 ,No
EUBREAST-2 INDAX,All,18 ,No
HRHB-CB001,Female,18 ,No
NSABP FB-14,Female,18 ,No
ADG106-T6002,All,18 ,No
1812850942,Female,18 ,No
RJBC1801,Female,18 ,No
UTAR- 8068/000,Female,18 ,No
SH APBI RISE,Female,50 ,No
TOL2506A,All,18 ,No
852000,Female,18 ,No
JCOG1919E,All,20 ,No
AI-BMRI-S,Female,nan,No
Prix Ruban Rose/2020/FF-03,Female,18 ,No
SBU-SBRT-BREAST-NO-SX,All,18 ,No
E7389-M065-401,Female,18 ,No
IUSCC-0680,All,18 ,No
HCRN BRE20-468,All,18 ,No
UPCC 04119,All,18 ,No
2021-04,Female,18 ,Accepts Healthy Volunteers
18-000718,All,18 ,No
MOST Pain,Female,18 ,No
AQUAFIT-2018,Female,18 ,No
Moderate Dose Omega-3,Female,21 ,No
Pro00104863,Female,30 ,No
MA40,All,18 ,No
HR-BLTN-003,Female,18 ,No
Velocity,All,18 ,No
KN026-201,All,18 ,No
GBG105,All,18 ,No
KN026-208,All,18 ,No
27600,Female,18 ,No
RnaDx-BRV-BC- 01,Female,18 ,No
ZN-c5-001,All,18 ,No
2020-A00398-31,Female,18 ,No
CSIIT-C10,Female,18 ,No
ICON CA209-9FN,All,18 ,No
31052019,Female,37 ,No
iOM-110393,Female,18 ,No
201711073,All,18 ,No
L21-076,Female,18 ,No
2020-007,Female,18 ,Accepts Healthy Volunteers
19-300,Female,45 ,No
RAD1901-308,All,18 ,No
LAE205INT3101,All,18 ,No
201900180,Female,18 ,No
201911047,All,18 ,No
CAAP CA,Female,18 ,No
BCT 2102,All,18 ,No
JTU-6H-20211230001,All,18 ,No
OCOG-2019-RHEAL,All,18 ,No
KY20223267-1,Female,18 ,No
SGNTUC-016,All,18 ,No
SHEPHERD-2021-2,Female,20 ,No
GUMPTION,Female,18 ,No
A5481168,Female,18 ,No
MA-BC-II-018,All,18 ,No
SCHBCC-N041,Female,18 ,No
1401,Female,18 ,No
IBIO-301,Female,18 ,No
FUSCC-T-sunflower,Female,18 ,No
05022020,Female,50 ,nan
BTP-66732,All,18 ,No
CSIIT-C18,Female,18 ,No
2021C0102,Female,45 ,No
CTO-IUSCCC-0758,Female,18 ,No
CLOVER,Female,18 ,No
LOXO-PIK-21001,All,18 ,No
SPI-GCF-104,All,18 ,No
HNCH-BC006,Female,18 ,No
2019-0550,Female,18 ,No
NL74126.091.20,Female,18 ,No
ALTERBC008,Female,18 ,No
IOM-050371,Female,18 ,No
IRB-2021-04,Female,18 ,No
DPMBC301,Female,19 ,No
SYHX2011-001,Female,18 ,No
21-225,Female,18 ,No
KCSG-BR18-13/TR-03,All,19 ,No
SELEBREC,Female,18 ,Accepts Healthy Volunteers
ICPS002/20,Female,65 ,No
21-698,Female,21 ,No
20P.020,Female,18 ,No
RJBC2001,All,18 ,No
H-2009-079-1157,Female,19 ,No
GB491-005,Female,18 ,No
012342QM,Female,18 ,No
GDWCH002(TNBC),Female,18 ,No
HR-BLTN 015,All,18 ,No
HER2BRAIN,Female,18 ,No
HNCH-MBC10,Female,18 ,No
NOGGO B3,All,18 ,No
IC 2020-20,Female,18 ,No
2017-004909-41,Female,18 ,No
2022JC-55,Female,18 ,No
ICO-2020-28,All,18 ,No
AI-Breast-US,Female,18 ,Accepts Healthy Volunteers
2021-0974,Female,25 ,No
HNCH-MBC12,Female,18 ,No
Twisted Pink Foundation,Female,18 ,No
HORMONOVILLE,Female,18 ,No
ET17-093 BreastImmune03,Female,18 ,No
1910208-9,Male,18 ,No
CSPC-KAL-BC-11,Female,18 ,No
1503144-7,Female,18 ,No
IRB00022667,Female,nan,Accepts Healthy Volunteers
TOL2506A-EXT,All,18 ,No
IKP275 / GBG91,Female,18 ,No
BELIEVE@BC,Female,50 ,No
GCC 1926,Female,45 ,No
HIFU202207,Female,18 ,No
18-195,Female,18 ,No
BO40747,All,18 ,No
KA22053,Female,18 ,No
BOOG-2017-01,Female,18 ,No
GO39869,All,18 ,No
2021-0532,All,18 ,No
P2100-SUR-S11,Female,18 ,No
BC-IIT-FMTN-SHR6390-ET,Female,18 ,No
2022JC-55-1,Female,30 ,No
XJTU1AF-CRF-2020-006,Female,18 ,No
SPY LNM 01,Female,18 ,No
2018-062,Female,40 ,No
QUILT-3.067,All,18 ,No
1808189-7,Female,18 ,No
Version 1.0_16.08.2021,All,18 ,No
17041,All,18 ,No
TSL-CM-TSL1502-Ⅱ,Female,18 ,No
82071993,Female,nan,Accepts Healthy Volunteers
QL1701-002,Female,18 ,No
FAVOR,Female,18 ,No
60905722.0.0000.0072,Female,18 ,No
197520,All,18 ,No
17249,Female,18 ,No
Onkologikoa,Female,18 ,No
ET17-057,Female,18 ,No
2019-A02397-50,Female,18 ,No
21-018,All,18 ,No
ShandongCHI-20,Female,18 ,No
YBCSG-22-08,All,nan,No
AL-2001,All,18 ,No
kazuma,Female,18 ,No
308-2017,Female,18 ,No
Pro00107615,Female,55 ,No
RSINETE,Female,18 ,No
AC682-002,Female,18 ,No
PRO00037175,Female,18 ,No
55516,Female,20 ,No
MA-BC-II-007,Female,18 ,No
48347821.8.0000.5249,All,18 ,No
OBU-BC-II-086,All,18 ,No
200218,Female,18 ,No
2017 0105,Female,35 ,No
MYBC,Female,19 ,No
D-FR-01070-003,Female,18 ,No
MUKDEN01,Female,18 ,No
R174-A11507-17-S52,Female,18 ,No
000001,Female,21 ,No
18-240,Female,40 ,Accepts Healthy Volunteers
BG01-2102,Female,18 ,No
19-004343,Female,35 ,No
Shandong CHI-11,Female,18 ,No
NCC2225,Female,18 ,No
NCC-006461,Female,18 ,No
OZM-103,All,18 ,No
SCHBCC-NO27,Female,18 ,No
2022/0035983,Female,18 ,No
2020/482,Female,18 ,No
TUXEDO-1,Female,18 ,No
CIBI375Y008,All,18 ,No
NL76658.029.21,Female,18 ,No
SCHBCC-N032,Female,18 ,No
OE861801,Female,18 ,No
1808189-8,Female,18 ,No
4-2018-0765,Female,19 ,No
38406,Female,18 ,No
2020/134,Female,18 ,nan
LB,Female,18 ,No
CSIIT-C34,Female,18 ,No
19-886,Female,18 ,No
IEO 0834/,Female,18 ,No
FACILE,All,70 ,No
RP6530-2101,Female,18 ,No
GEICAM/2021-08,All,18 ,No
SYHX2011-002,All,18 ,No
ZDWY.XBZL.002,Female,18 ,No
D8664R00002,Female,18 ,No
BO41843,All,18 ,No
HSEARS20180509004,Female,nan,No
Shandong CHI-10,Female,18 ,No
erector-spinae,Female,20 ,No
CHD049-17,Female,18 ,No
OnkoFit I,Female,18 ,No
103089,All,18 ,No
SHR6390-III-301,Female,18 ,No
17575,Female,18 ,No
IMMU-132-09,All,18 ,No
2017-IIT-HER2-Aspire,Female,18 ,No
QL1209-301,All,18 ,No
17395,All,18 ,No
D967RC00001,All,18 ,No
2019-A01323-54,Female,18 ,No
UPCC 10119,All,18 ,No
WO41554,All,18 ,No
2020-0198,All,18 ,No
UC-0109/1805,Female,40 ,Accepts Healthy Volunteers
SHR-1210-III-318,Female,18 ,No
H21089,Female,18 ,No
CSPC-DMS-BC-11,Female,18 ,No
270-2018,All,18 ,No
0379520202023,Female,18 ,No
S63893,Female,18 ,No
KM10B,All,19 ,No
TriMix-Breast,Female,18 ,No
19-486,Female,18 ,No
UC-GMP-2206,All,18 ,No
SYSUCC-003,Female,18 ,No
soh-Med-21-10-17,All,18 ,No
2021-005,Female,18 ,No
MRG002-009,All,18 ,No
CBYL719G12301,All,18 ,No
TCF20-BRE-01,All,21 ,No
GS-US-586-6144,All,18 ,No
PMC_TTAC-0001_05,All,18 ,No
EOC103A3101,Female,18 ,No
CO41012,All,18 ,No
SYM013,Female,18 ,No
SHR6390-III-302,Female,18 ,No
HR-BLTN-016,All,18 ,No
Pro2021000838,All,21 ,Accepts Healthy Volunteers
RJBC2001,Female,18 ,No
CSPC-DMS-BC-K07,Female,18 ,No
SGNLVA-002,All,18 ,No
WO43919,All,18 ,No
KSVGH20-CT7-26,Female,30 ,No
EMBRAVE-001,Female,18 ,No
I 72218,All,18 ,No
FCN-437c-III201,Female,18 ,No
MCC-20899,All,18 ,No
2021-TNBC-01,Female,18 ,No
FCN-437c-III202,Female,18 ,No
breast-202204,Female,18 ,No
20150288,Female,18 ,No
D9673R00005,All,nan,No
P170927J,Female,18 ,No
HBBL-01,Female,18 ,No
FDRT-BC015,Female,18 ,No
PCZCTP-220702-001,Female,18 ,No
ERC-260,Female,30 ,No
POL6326-009,All,18 ,No
911,Female,20 ,No
IRB#18853,Female,40 ,Accepts Healthy Volunteers
EAGER-001,Female,18 ,No
206010,Female,18 ,No
UKFC-PU-2019-01-08,Female,18 ,Accepts Healthy Volunteers
2018-001705-91,Female,50 ,No
KA-20007,Female,18 ,No
Arise-FJ-B02,Female,18 ,No
SYSU-2021,Female,18 ,No
SHR-A1811-II-202,Female,18 ,No
REaCT-Algorithm,All,18 ,No
2019-A03112-55,Female,70 ,No
017-396,Female,18 ,No
G1T28-213,All,18 ,No
Shengjing-LCG012,All,18 ,No
NK/7784/Study/249,All,18 ,No
A5481159,Female,nan,No
CL0006,Female,18 ,No
ZEN003694-004,All,18 ,No
TED15954,Female,20 ,No
s2192648,Female,18 ,No
UC-0140/1812,All,18 ,No
MAMA_MOVE_Gaia After Treatment,Female,18 ,No
GS-US-569-6172,All,20 ,No
SunYatsenU2H-LQ5,Female,18 ,Accepts Healthy Volunteers
HNCH-BC011,Female,18 ,No
NCC3397,Female,18 ,No
IC 2020-10,Female,18 ,No
CTMX-2009-002,All,18 ,No
2021-SR-592,Female,18 ,No
2020-006106-23,Female,18 ,No
PR351/20,All,18 ,No
HR-NeoBC-HN003,Female,18 ,No
IEO 1730,Female,18 ,No
GIM23-POSTER,Female,18 ,No
17320,Female,18 ,No
15.03.2023,All,18 ,No
PALBOBIN,Female,18 ,No
202103030005,Female,18 ,No
2018.451,Female,18 ,No
D8530C00002,Female,18 ,No
MA-BC-II-033,Female,18 ,No
17-428,All,18 ,No
NL81896.078.22,Female,18 ,No
SDX-0103,All,18 ,No
CO42177,All,18 ,No
MO39874,All,18 ,No
202007016,All,18 ,No
B003-101,Female,18 ,No
DOUBLE,Female,18 ,No
0000012,Female,20 ,No
REaCT-5G,All,18 ,No
STUDY00019489,All,18 ,No
CO40151,All,18 ,No
TQB2450-Ib-07,All,18 ,No
R19-149,Female,18 ,No
2021/609,Female,18 ,No
BOOG-2017-02,Female,18 ,No
2017-A03413-50,Female,50 ,No
AK117-203,All,18 ,No
HR-NeoBC-HN002,Female,18 ,No
2021-0491,Female,18 ,No
2021-A02007-34,All,18 ,No
GIM26-TRASTHER,All,18 ,No
AND019-MN-101,Female,18 ,No
SKB264-Ⅲ-03,All,18 ,No
495573096,Female,18 ,Accepts Healthy Volunteers
NCR191600,Female,21 ,No
ESPB in breast cancer surgery,Female,18 ,No
SI 475/2019,Female,18 ,No
JS001-026-III-TNBC,Female,18 ,No
CBYL719CIN01,All,18 ,No
SPORT-DS,Female,65 ,Accepts Healthy Volunteers
WO43571,All,18 ,No
2020-0232,Female,18 ,No
TQB2450-III-06,All,18 ,No
CASE5119,All,19 ,No
AH150201,Female,18 ,No
EVER-132-001,All,18 ,No
99mTc-ADAPT6 in breast cancer,Female,18 ,No
MOST Pain Pilot,Female,18 ,No
214-2018,All,18 ,Accepts Healthy Volunteers
TBDBreast50,All,18 ,No
BAC,Female,18 ,No
I237,Female,18 ,No
KarolinskaUD,Female,18 ,No
QUILT-3.058,All,18 ,No
20200225,Female,18 ,No
SCCC-03121; STU-2021-0657,All,18 ,No
BC-Fluzoparib,Female,18 ,Accepts Healthy Volunteers
NCC1969,Female,18 ,No
HX008-Ib/II-TNBC-01,All,18 ,No
STUDY00004350,All,18 ,No
14/2021,Female,18 ,No
HNCH-MBC07,Female,18 ,No
HR-BLTN-III-NeoBC,Female,18 ,No
A5481123,Female,nan,No
SYSU-2022-UCAN,Female,18 ,No
19-113,Female,19 ,No
B013-301,All,18 ,No
4CAST,All,18 ,No
811,Female,20 ,No
SHR1210-III-322,Female,18 ,No
BC- T-DM1,Female,18 ,No
HERMIONE-7,Female,18 ,No
RG1006427,Female,18 ,No
22-x354,All,18 ,No
CO41863,All,18 ,No
21030,Female,18 ,No
BAT-8001-002-CR,All,18 ,No
CBYL719A0US03T,All,18 ,No
EH20-251,Female,18 ,Accepts Healthy Volunteers
MedOPP190,All,18 ,No
Combined CTH and HT in MBC,Female,nan,No
KN046-203,All,18 ,No
A5481095,Female,18 ,No
DZ2019HE001,All,18 ,No
S62794,All,18 ,No
SHR6390-SHR1020-I-101-BC,Female,18 ,No
IIT2022-07-YUAN-IB-TNBC,All,18 ,No
MA-BC-II-047,Female,18 ,No
FUSCC,Female,18 ,No
222.20,Female,75 ,No
NCC201711008,Female,18 ,No
Bioscore in breast cancer,Female,18 ,nan
2019-0634,Female,50 ,Accepts Healthy Volunteers
ShandongCHI-06,Female,20 ,No
275142,Female,18 ,Accepts Healthy Volunteers
NCC2474,All,18 ,No
MK 3475-318,All,18 ,No
Medical Research Institute,All,20 ,No
MCLA-128-CL02,Female,18 ,No
HNCH-HER2-MBC001,Female,18 ,No
P170929J,All,18 ,No
GB491-004,All,18 ,No
MORE-T trial,Female,20 ,Accepts Healthy Volunteers
2022-A01192-41,Female,18 ,No
IJB-LOB-2019,Female,18 ,No
Cardiotoxicity study,Female,18 ,No
MS200647_0020,All,18 ,No
262840,Female,18 ,No
U025,Female,18 ,No
KN026-205,All,18 ,No
Soh-Med-21_10_18,Female,45 ,No
SPH4336-301,Female,18 ,No
HCB/2019/0786,Female,30 ,No
2019-185-AGH,Female,18 ,No
EC2019/0127,Female,18 ,Accepts Healthy Volunteers
REaCT-OGF,All,18 ,No
2021P002943,All,nan,Accepts Healthy Volunteers
NCI-2021-08921,Female,18 ,No
AIs with chemotherapy in MBC,Female,18 ,No
CTRIAL-IE 22-01,All,18 ,No
SIBP-01-3,Female,18 ,No
20-068,All,18 ,No
19-002448,Female,18 ,No
2022-09/2057,Female,18 ,Accepts Healthy Volunteers
UC Laser,Female,18 ,Accepts Healthy Volunteers
TEMPLATE,Female,18 ,No
CO42867,Female,18 ,No
GBG 93,All,18 ,No
2022-0500,Female,18 ,No
IJB-LBC-NEOCHECKRAY-2018,Female,18 ,No
HR-MBC-HN001,All,18 ,No
MCC-19803,Female,18 ,No
20-130,Female,21 ,No
BG01-2001,Female,18 ,No
CBYL719CIN02,All,18 ,No
ROGABREAST,Female,18 ,No
SYSU-2021-UCAN,Female,18 ,No
18040334,Female,nan,No
Labra-001,Female,18 ,No
M19-992,All,18 ,No
2021-1122,Female,18 ,No
SYSKY-2022-105-01,All,18 ,No
CS2-19004,All,20 ,No
CBYL719C2404,All,18 ,No
I2I1,Female,18 ,No
2019-01-064,Female,18 ,No
ZhejiangCH-0709,Female,18 ,nan
SHR-A1811-206,Female,18 ,No
FOENIX-MBC2 TAS-120-201,All,18 ,No
IRB18-1178,Female,18 ,No
ML43171,All,18 ,No
UC-BCG-2011,All,18 ,No
CSIIT-C41,Female,18 ,No
MO43110,All,18 ,No
EUBREAST 3,All,18 ,No
SHR-1210-III-327,Female,18 ,No
EOC202A2102,Female,18 ,No
IEO 675,All,18 ,No
MP-05-2021-2605,Female,18 ,No
7339-009,All,18 ,No
MC1831,Female,18 ,No
OSU-20380,Female,35 ,No
D933LC00001,Female,18 ,No
MA-BC-II-042,Female,18 ,No
2020-1190,Female,18 ,No
HRS8807-I-101,Female,18 ,No
2019-00673; sp19Kurzeder,All,18 ,No
BreCLIM-2018-116-31M,All,18 ,No
TQ-B3525-I-02,All,18 ,No
HKUCTR-2709,All,18 ,No
MUKDEN5,Female,18 ,No
Prevention of neuropathy,Female,18 ,No
TQB3616-II-01,Female,18 ,No
s61033,Female,70 ,No
s17-00995,Female,18 ,No
SHR9549-I-101,Female,18 ,No
18/0059,Female,18 ,nan
3-2019-0140,Female,nan,No
IRB00109957,Female,18 ,No
IRB18-00912,Female,18 ,No
Shengjing-LJY03,Female,18 ,No
0392-18-HMO,Female,18 ,No
UW19046,All,19 ,No
I 73718,All,18 ,No
21/079,All,18 ,No
2018-1133,Female,18 ,No
HCB/2020/0971,Female,18 ,Accepts Healthy Volunteers
FJD-LCO2-19-01,Female,18 ,No
MC01/05/20; IST-325 (KPT),All,18 ,No
KROG 21-07,Female,19 ,Accepts Healthy Volunteers
22012020,Female,28 ,No
2020-1267,Female,18 ,No
HER2BAT,Female,18 ,No
18291,All,18 ,No
ARIANNA (SOLTI-1502),All,18 ,No
PROICM 2019-05 MAC,Female,18 ,No
BLI-1401-2-01,Female,20 ,No
R018-SABI-00193,Female,18 ,No
20221120,Female,18 ,No
Geriatric-CDK4/6,Female,65 ,No
CLEAR,Female,20 ,No
Regina Elena,Female,18 ,Accepts Healthy Volunteers
2.777.676,Female,18 ,No
IC 2017-06,Female,18 ,No
Pro00087654,All,18 ,No
IRMA,Female,18 ,Accepts Healthy Volunteers
CO40115,All,18 ,No
111-009-F,All,20 ,No
2020-2-4023,Female,18 ,nan
21129002,Female,18 ,No
MCC-20915,All,18 ,No
PMCT-IMSLNB-MIT,Female,18 ,No
V2000701,All,18 ,No
University Brunswick,Female,19 ,No
1605576856,Female,18 ,No
3475-B49,All,18 ,No
2018-0287,All,18 ,No
SABO 21-01,All,18 ,No
UW20037,All,18 ,No
20201101,Female,18 ,No
ZJCH-CK19B,Female,18 ,No
69HCL21_0145,Female,18 ,No
IPI-549-03,All,18 ,No
2017-0500,All,18 ,No
APG2575XU103,All,18 ,No
BLTN-NeoBC1115,Female,18 ,No
22-259,All,18 ,No
UW18099,Female,40 ,No
17384,All,18 ,No
BL-B01D1-104,All,18 ,No
M21CSM,All,18 ,No
4-2022-0600,Female,19 ,No
22239,Female,65 ,No
202107015,All,18 ,No
20171,Female,21 ,Accepts Healthy Volunteers
UPCC 17119,All,21 ,nan
HS-10352-101,All,18 ,No
NNG17.2,Female,18 ,No
XJTU1AF-CRF-2018-001,Female,18 ,No
I 571719,All,18 ,No
2019-40016-06,Female,18 ,Accepts Healthy Volunteers
IRB-52869,All,18 ,No
D9266C00001,All,18 ,No
1B-21-6,Female,18 ,No
2017/78,Female,70 ,No
ICRG0201,Female,18 ,No
SHR-A1811-III-301,Female,18 ,No
IRB-63041,All,18 ,No
U21-02-4401,All,18 ,No
AssiutU AAHelmy,Female,18 ,No
Pro00100408,Female,18 ,Accepts Healthy Volunteers
Polarhis,Female,18 ,No
GS-US-592-6173,All,18 ,No
SCO-120-19-22,All,18 ,No
GS-US-592-6238,All,18 ,No
CBYL719C2201,All,18 ,No
TQB3616-III-01,Female,18 ,No
19/218,Female,48 ,Accepts Healthy Volunteers
CHANGEABLE,All,18 ,No
19-3032.cc,Female,18 ,No
SCT200IITNBC,Female,18 ,No
651,Female,18 ,No
H3B-6545-J081-103,Female,20 ,No
2019-00174 Neoadj Breast Pilot,Female,18 ,No
MO40628,All,18 ,No
NNG17.1,Female,18 ,No
STUDY00004618,Female,50 ,Accepts Healthy Volunteers
19959,All,18 ,Accepts Healthy Volunteers
AIPAC-003,All,18 ,No
18-1068,All,nan,Accepts Healthy Volunteers
SuleymanDU-SALMAN-F-001,Female,18 ,No
IIBSP-SIL-2017-70,Female,18 ,No
Shoulder exercise cancer,Female,18 ,Accepts Healthy Volunteers
NCI-2022-00004,All,18 ,No
GC-627-05,Female,18 ,No
LCCC 2104,Female,65 ,No
2021SQGH00743,Female,18 ,No
N21CPB-IRBd22-103,Female,18 ,No
UPNA-CUMACA-B2022,Female,18 ,No
rosuva2020,Female,25 ,No
213831,All,18 ,No
Pro00109917,All,18 ,No
GCO 17-2320,All,18 ,No
32158620.0.0000.0072,Female,18 ,No
MA-BC-II-025,Female,18 ,Accepts Healthy Volunteers
CPO-NBP-2002,All,18 ,Accepts Healthy Volunteers
INT/2020/VOICE,All,18 ,No
N assisted,Female,18 ,No
SYSKY-2022-024-01,All,18 ,No
PROSOM-K,Female,18 ,Accepts Healthy Volunteers
NL62441.068.17,Female,18 ,No
EP0062-101,Female,18 ,No
LightCT-PKUPH,Female,18 ,No
KY2022-044-B,Female,18 ,No
SUGBG-2021001,Female,18 ,No
PI2018_843_0061,Female,18 ,No
2110244-11,Female,18 ,No
2018-09-20 Version 1.2,All,18 ,nan
HSM/VGH-2019-12-009CC,All,20 ,Accepts Healthy Volunteers
2021-A01550-41,Female,18 ,No
2449PT,Female,30 ,No
20220430GD,All,18 ,No
StrataXRT,All,18 ,No
TQB3909-Ib/II-01,Female,18 ,No
events in breast cancer,Female,40 ,No
"S-20200021, 19-16321",Female,18 ,No
Exo-LCR-1807,Female,18 ,No
ILLUMINE,Female,18 ,No
AGO/2019/003,Female,18 ,No
C4891016,All,20 ,No
MCC-19220,All,18 ,No
2020-A01916-33,Female,18 ,No
MC220902,Female,18 ,No
BR-003,Female,18 ,No
2021/156064(REK),Female,18 ,No
MedOPP199,Female,18 ,No
RECHMPL21_0680,Female,18 ,No
ShengjingH 3,Female,18 ,No
18459,All,18 ,No
PRO00030295,Female,18 ,No
DBCG RT SDM,Female,18 ,No
NBK 171/1/2021,All,18 ,No
NCC1787,Female,18 ,No
UCI 19-145 [HS# 1459],All,18 ,No
20923,All,nan,Accepts Healthy Volunteers
SUN-2252,All,18 ,No
18496,All,18 ,No
INT214/22,Female,18 ,No
201906,Female,18 ,No
BL-M07D1-101,All,18 ,No
22-250,Female,65 ,No
2021-0669,All,18 ,No
HCI130492,All,18 ,No
E7090-J081-102,Female,18 ,No
Folio No.03-2022,Female,25 ,No
S63330,All,18 ,Accepts Healthy Volunteers
CA209-8H3,Female,18 ,No
A171601,All,70 ,No
OP-1250-001,All,18 ,No
A5481122,Female,18 ,No
21-091,All,18 ,No
1890-1-2019,Female,30 ,No
CARDIEJERCAN,Female,18 ,No
RIBBS 2019/37,Female,45 ,Accepts Healthy Volunteers
CCR5234,Female,18 ,No
2574,Female,18 ,No
IFG-06-2019,Female,18 ,No
439-21,Female,19 ,No
VHIO20002,Female,18 ,No
H-45698,All,18 ,No
FDRT-BC010,Female,18 ,No
D8666C00004,Female,18 ,No
17-0310,Female,55 ,Accepts Healthy Volunteers
OTT 17-02,All,19 ,No
MC1835-ACCRU-BR-1701,Female,18 ,No
CCR4772,Female,18 ,Accepts Healthy Volunteers
UC-BCG-2205,All,18 ,No
IEO 0837/,Female,18 ,No
PHDW-006,Female,18 ,No
AnhuiPH,All,18 ,No
21094,All,18 ,No
PECP,Female,18 ,Accepts Healthy Volunteers
UPCC 11121,Female,18 ,No
11066,Female,18 ,No
CBYL719A03201,All,18 ,No
S-64813,Female,18 ,No
2020-0831,All,18 ,No
SDO-006-20-01,All,18 ,No
ASSOCIHER,All,nan,No
VICC BRE 20104,All,18 ,No
22-655,All,18 ,No
CL0007,Female,18 ,No
EPTTCSM (239BRC18.0129),All,nan,No
MO39193,All,18 ,No
HSR210410,All,18 ,No
ALTER-BC-003,Female,18 ,No
"CD133, Breast Cancer",Female,nan,nan
2021-40-2343,All,18 ,No
NL67422.041.18,Female,18 ,No
AL-TNBC-01,All,18 ,No
300007016,Female,18 ,No
QUILT-3.057,All,18 ,No
2021-0261,Female,18 ,No
H3B-6545-G000-102,Female,18 ,No
69HCL19_0593,All,18 ,No
NCI-2018-01581,All,18 ,No
CAR202,Female,18 ,No
SIB16134,Female,18 ,No
2020-11/15,All,18 ,Accepts Healthy Volunteers
20D.876,All,40 ,No
41494,All,18 ,No
19D.799,Female,18 ,No
21-110,Female,50 ,Accepts Healthy Volunteers
GM1-CIPN-202,Female,18 ,No
HSaleem,Female,35 ,No
220493,Female,18 ,No
2020-q12,Female,18 ,No
1280-0022,Female,18 ,No
112626,Female,18 ,No
0124-18-TLV,Female,35 ,No
BL2014084,Female,18 ,No
20160504,Female,18 ,nan
RLY-2608-101,All,18 ,No
CLEE011A2207,Female,18 ,No
21050,All,18 ,No
55054,Female,18 ,No
PILOT 171548,Female,50 ,No
Pro00109777,All,18 ,No
22-225,Male,18 ,No
ShandongCHI-04,Female,18 ,No
1710018694,Female,19 ,No
MC1733,All,18 ,No
294-2018,Female,18 ,No
29747,All,18 ,No
IFG-NIB-01,Female,18 ,No
2022/005-OST,Female,18 ,No
PRESSODOU-1809,Female,18 ,No
WSG-AM08,Female,18 ,No
MRG002-005,All,18 ,No
HLX10-013-TNBCneo,Female,18 ,No
INT 192/19,Female,18 ,No
YWBC-001,Female,18 ,nan
IRB-53650,All,18 ,No
VICC BRE 17107,Female,18 ,No
2017-004938-28,Female,18 ,No
Pro00103625,Female,18 ,No
2017/01,Female,nan,No
G0F9119N,Female,18 ,Accepts Healthy Volunteers
NCI-2018-01519,All,18 ,No
OP_1413,Female,18 ,No
2020-001,All,18 ,No
NCI-2022-07265,All,18 ,No
AURORA US,All,18 ,No
G1T28-208,All,18 ,No
ZZBGCART-016,All,18 ,No
18HH4880,Female,18 ,nan
21-038,All,18 ,No
STUDY00004257,Female,18 ,No
IC 2020-15,Female,40 ,Accepts Healthy Volunteers
09.2019.865,Female,18 ,No
I-3010822,All,18 ,No
PALBO01/2021,Female,18 ,No
UMCC 2021.056,Female,18 ,No
BOOG 2019-01,Female,18 ,No
AZV2022,Female,18 ,No
RF-2016-02362383,Female,18 ,No
HYPART,Female,18 ,No
CLEE011AUS65,Female,18 ,No
UTD-1-BM-II,Female,18 ,No
IUSCC-0647,Female,18 ,No
SL-2020076,Female,18 ,No
2022-A00171-42,Female,20 ,No
2018/14-01,Female,18 ,No
UC-0140/1814,Female,18 ,No
NBG-19-01; SWEBCG 19-01,All,18 ,No
bakircaymzeren07,Female,25 ,No
2021SCR,Female,30 ,Accepts Healthy Volunteers
Lymphedema Rehabilitation,Female,14 ,No
IRB-30000320,Female,18 ,No
VMA-253-18,Female,45 ,No
9764,Female,60 ,No
EA1211,All,18 ,No
11B1920N_BCS-PAIN,Female,18 ,No
ShandongCHI-13,Female,18 ,No
MIMIR-mTNBC,All,18 ,No
LCCC1934,Female,18 ,No
3-2020-0448,Female,19 ,No
Pro2020001306,All,18 ,No
17502,All,18 ,No
2861/20,All,18 ,No
GY202201,Female,18 ,No
WO40181,Female,18 ,No
BMTN,Female,18 ,Accepts Healthy Volunteers
2020-12518,Female,18 ,No
20190304-01H,All,18 ,No
UKT HT03_1,Female,18 ,No
30388,All,21 ,No
STUDY00146320,Female,45 ,Accepts Healthy Volunteers
SM-88-001,All,18 ,Accepts Healthy Volunteers
2022-A00437-36,Female,45 ,Accepts Healthy Volunteers
2018-01-054,Female,20 ,No
2.073.549,Female,18 ,No
2-114-18,Female,18 ,No
NCI-2020-02319,All,18 ,No
P170407J,Female,18 ,No
QF-SC10914-203,All,18 ,No
BRAVE,Female,18 ,No
D926PC00001,All,18 ,No
NL76792.091.21,Female,18 ,nan
IRB00376235,Female,18 ,No
HCRN BRE18-360,All,18 ,No
19-1974.cc,Female,18 ,No
H19-02480,Female,19 ,No
190025,All,18 ,Accepts Healthy Volunteers
HS-10342-201,All,18 ,No
IRB202000746,All,18 ,No
2020-01-mp-BUS,Female,18 ,No
108818,Female,18 ,No
CBCSG041,Female,18 ,No
PILHLE-001,Female,18 ,No
WEBAPPAC,Female,18 ,No
21-579,Female,20 ,Accepts Healthy Volunteers
A011801,All,18 ,No
Maple Tree Exercise,Female,30 ,No
ERC/2019/10/05,Female,18 ,Accepts Healthy Volunteers
A5481151,All,18 ,No
22145,Female,18 ,No
ICS Maugeri - CE 2202,Female,18 ,No
TCHP,Female,18 ,Accepts Healthy Volunteers
19-001881,Female,18 ,No
STU-2020-1043,Female,18 ,No
D0819C00005,All,nan,No
041-2018,Female,18 ,No
